,Name,Description,Name_Tokens,Description_Tokens,is_French,is_Italian,is_Polish,is_Mexican,is_Spanish
1413,Coralli," The Italian word for coral is used to describe these tiny smooth or ribbed tubes of pasta, most often used in soups.",['Coralli'],['Coralli'],0,1,0,0,0
1451,Cotechino," A fresh pork sausage with a very fine consistency and delicate flavor. It contains a small amount of ground pork rind, coteca in Italian, thus giving it the name. It is a large sausage, about 3 x 9 inches, used in stews and Pasta e Fagioli.",['Cotechino'],['Cotechino'],0,1,0,0,0
1514,Crespelle," An Italian pancake, similar to a crepe, used in place of pasta in preparations of dishes like manicotti and cannelloni.",['Crespelle'],['Crespelle'],0,1,0,0,0
1517,Crimini Mushrooms, Italian term for various common store mushrooms that range in color from light tan to rich brown; the flavor is more earthy and full-bodied than that of the agaricus (common white) mushroom.,"['Crimini', 'Mushrooms']","['Crimini', 'Mushrooms']",0,1,0,0,0
1533,Crostini," Toasted bread slices which are brushed with olive oil and served with tomatoes, pumate, cheese, chicken liver mousse, bean puree, or tapenade. These are the Italian version of canapes.",['Crostini'],['Crostini'],0,1,0,0,0
1694,"Dente, al"," [Italian] ""to the teeth."" Not too soft; offering a slight resistance to the teeth.","['Dente,', 'al']","['Dente,', 'al']",0,1,0,0,0
1765,Ditali; Ditalini, Italian for thimbles; very short hollow tubes of pasta used in salads and soups. Ditalini is a smaller version of ditali with proportionally thicker pasta.,"['Ditali;', 'Ditalini']","['Ditali;', 'Ditalini']",0,1,0,0,0
1776,Dolci," Italian word for ""sweets""; on a menu, the term means desserts.",['Dolci'],['Dolci'],0,1,0,0,0
1960,"Escalope, Escallop"," [Italian] a thinly sliced food similar to a scaloppini. This may consist of meat, fish, or vegetables; food baked in layers, covered with sauce and crumbs.","['Escalope,', 'Escallop']","['Escalope,', 'Escallop']",0,1,0,0,0
1967,Espresso," This thick, strong coffee is made from French or Italian roast -  beans with a shiny, dark oily surface.",['Espresso'],['Espresso'],1,1,0,0,0
1989,Exotic/ethnic sections (food industry term)," Unique products from all over the world. Special sections may feature Asian, Spanish, Italian and other foods or products. ","['Exotic/ethnic', 'sections', '(food', 'industry', 'term)']","['Exotic/ethnic', 'sections', '(food', 'industry', 'term)']",0,1,0,0,1
2007,Fagioli," The Italian term for beans, most often white kidney beans",['Fagioli'],['Fagioli'],0,1,0,0,0
2017,Farina," [Italian] a fine meal or flour made from wheat, nuts and potatoes. In the United States it is known as cream of wheat.",['Farina'],['Farina'],0,1,0,0,0
2035,Fegato, [Italian] liver,['Fegato'],['Fegato'],0,1,0,0,0
2084,Fino Olive Oil," A blend of extra-virgin and virgin olive oils. Fino means ""fine"" in Italian.","['Fino', 'Olive', 'Oil']","['Fino', 'Olive', 'Oil']",0,1,0,0,0
2142,Focaccia," An Italian flatbread made with pizza or bread dough, that can be baked plain or topped with onions, zucchini, eggplant, cheese, or whatever you choose.",['Focaccia'],['Focaccia'],0,1,0,0,0
2150,Fonduta, An Italian style fondue made of Fontina cheese and served over toast or polenta. Exceptional with truffles.,['Fonduta'],['Fonduta'],0,1,0,0,0
2151,Fontina Cheese," A high-fat (about 45 percent) Italian cheese made from cow's milk, with a mild, slightly nutty flavor and creamy texture. Fontina has a dark golden-brown rind and a pale-yellow interior that's dotted with tiny holes.","['Fontina', 'Cheese']","['Fontina', 'Cheese']",0,1,0,0,0
2172,Formaggio, An Italian cheese.,['Formaggio'],['Formaggio'],0,1,0,0,0
2232,Frittata, An Italian open-faced omelet.,['Frittata'],['Frittata'],0,1,0,0,0
2234,Fritto Misto," An Italian mixed fried platter, similar to the Japanese tempura platter. A mixture of vegetables, meat, and fish are dipped in a light batter and quickly deep fried to prevent a saturation of grease into the food.","['Fritto', 'Misto']","['Fritto', 'Misto']",0,1,0,0,0
2235,Fritto, [Italian] fried,['Fritto'],['Fritto'],0,1,0,0,0
2274,Fusilli, [Italian] spiral shaped pasta. Some versions are shaped like a spring. Other versions are shaped like a twisted spiral.,['Fusilli'],['Fusilli'],0,1,0,0,0
2277,Gaeta Olive," Mild-flavored Italian black olives; usually dry-salt cured, giving them a wrinkled appearance, then rubbed with olive oil and packed with rosemary and other herbs. ","['Gaeta', 'Olive']","['Gaeta', 'Olive']",0,1,0,0,0
2282,Gallina, [Italian and Spanish] chicken; hen; fowl.,['Gallina'],['Gallina'],0,1,0,0,1
2290,Garbanzo flour," Flour ground from dried garbanzo beans. Also called ceci flour. Found in delicatessens, Italian specialty shops, health food stores and some supermarkets.","['Garbanzo', 'flour']","['Garbanzo', 'flour']",0,1,0,0,0
2314,Gelati, [Italian] ice cream.,['Gelati'],['Gelati'],0,1,0,0,0
2317,Gelato, An Italian frozen dessert made of whole milk and eggs. This gives richness without flavors becoming masked by the fat from cream. The flavors are very intense and the texture is soft and silky.,['Gelato'],['Gelato'],0,1,0,0,0
2322,Gemelli," The Italian term for twins, describing two short bits of spaghetti pasta twisted together in the shape of a cord or rope.",['Gemelli'],['Gemelli'],0,1,0,0,0
2335,Gianduia, a classic Italian combination of chocolate and hazelnuts.,['Gianduia'],['Gianduia'],0,1,0,0,0
2353,Gnocchi," [Italian] pronounced ""nyo-kee."" Soft, delicate Italian dumplings that melt in your mouth. Contrary to what you may often find in the United States, they're not ""lead bellies'' and should never be chewy or gummy. Homemade gnocchi are easy to make, and once you get the knack, you can whip up a batch in no time. Because they freeze well, you can double the recipe and have an extra batch on hand for a quick meal. Traditional gnocchi are made from white potatoes; however, creative cooks use ricotta cheese, spinach, sweet potatoes, chopped herbs, semolina, squash and even polenta instead of potatoes. Once the gnocchi are made they are cooked in boiling water, and then sauced or tossed with melted butter. Experiment with your favorite winter squash or organic sweet potatoes and whole-wheat flour for a perfect, healthy food. Finished with a simple sauce of garlic, herbs and olive oil, these tender morsels are irresistible. Gnocchi is also the name of a pasta with a similar shape.",['Gnocchi'],['Gnocchi'],0,1,0,0,0
2370,Gorgonzola Cheese," Similar to American blue cheese, this Italian cow's milk cheese is rich and creamy with a savory, slightly strong flavor. ","['Gorgonzola', 'Cheese']","['Gorgonzola', 'Cheese']",0,1,0,0,0
2371,Gorgonzola," [Italian] cheese made from cow's milk cheese that is white or yellow and streaked with blue. It has a distinct aroma and can have a mellow, strong, or sharp flavor, depending on its degree of maturity. Similar to American blue and French Roquefort cheeses.",['Gorgonzola'],['Gorgonzola'],1,1,0,0,0
2386,Granita," [Italian] water ice; a coarse fruit ice similar to sorbet, without the meringue, which is often flavored with liqueurs.",['Granita'],['Granita'],0,1,0,0,0
2430,Grissini, [Italian] bread sticks.,['Grissini'],['Grissini'],0,1,0,0,0
2668,Imbottito, [Italian] stuffed,['Imbottito'],['Imbottito'],0,1,0,0,0
2696,Insalata, [Italian] salad,['Insalata'],['Insalata'],0,1,0,0,0
2758,Italian Parsley, Parsley with flat leaves. Italian parsley has a stronger flavor than curly leaf parsley.,"['Italian', 'Parsley']","['Italian', 'Parsley']",0,1,0,0,0
2761,Italian Seasoning," A blend of dried herbs used in Italian cuisine, containing basil oregano, rosemary, thyme, sage, marjoram, and red pepper.","['Italian', 'Seasoning']","['Italian', 'Seasoning']",0,1,0,0,0
2939,Lasagna," 1. Wide, flat Italian pasta sheets with ruffled or smooth edges. 2. An Italian dish made with boiled lasagna layered with ricotta and mozzarella cheese, meats and/or vegetables and topped with a tomato or meat sauce and baked. ",['Lasagna'],['Lasagna'],0,1,0,0,0
3001,Liguria Olive, An Italian salt-brine-cured black olive with a strong flavor; sometimes packed with stems.,"['Liguria', 'Olive']","['Liguria', 'Olive']",0,1,0,0,0
3012,Limoncello, [Italian] Lemon liqueur; a digestif made only in Italy along the Amalfi Coast and on the islands of Ischia and Capri. It is pronounced lee-moan-chello.,['Limoncello'],['Limoncello'],0,1,0,0,0
3065,Lugano Olive," Italian black olive, sometimes packed with olive leaves; usually very salty.","['Lugano', 'Olive']","['Lugano', 'Olive']",0,1,0,0,0
3066,Lumache, Italian term for snails; describes large pasta shells designed for stuffing. ,['Lumache'],['Lumache'],0,1,0,0,0
3158,Marinara Sauce," Literally, ""sailor-style"" in Italian, this sauce can be made either red or white, but it always contains garlic, tomatoes, olive oil, oregano, and vinegar and/or wine.","['Marinara', 'Sauce']","['Marinara', 'Sauce']",0,1,0,0,0
3179,Marsala," An Italian, dessert wine, served as an after dinner drink or as an aperitif. Marsala is available in dry and sweet. ",['Marsala'],['Marsala'],0,1,0,0,0
3253,Miel, [French and Italian] honey.,['Miel'],['Miel'],1,1,0,0,0
3258,Milanese," [Italian] used to describe foods that are dipped in egg and bread crumbs, sometimes parmesan cheese, and fried in butter.",['Milanese'],['Milanese'],0,1,0,0,0
3273,Minestrone," A thick Italian vegetable soup with beans and pasta or rice. This may contain any number of vegetables, but for authenticity, meat is never added.",['Minestrone'],['Minestrone'],0,1,0,0,0
3379,Muscoli, [Italian] mussels.,['Muscoli'],['Muscoli'],0,1,0,0,0
3430,Neapolitan, [Italian] Ice creams and sweet cakes in layers of different colors and flavors.,['Neapolitan'],['Neapolitan'],0,1,0,0,0
3464,Noci, [Italian] nuts.,['Noci'],['Noci'],0,1,0,0,0
3478,Noodles - Chinese,"  Cellophane Noodles: Also known as slippery noodles or bean threads, these noodles are made from the starch of mung beans, a.k.a. ""sprouts"" to most of us. Dried they're translucent, but softened in hot water and cooked they become gelatinous and transparent. Although they don't have much taste on their own they do have a knack for picking up the flavors other ingredients they're mingled amongst. To cook:  soften in hot water for 15 minutes, then boil or stir fry for 1 minute. Or deep-fry briefly in hot oil until puffed and lightly golden and use to garnish anything from quirky Asian-inspired appetizers to salads.     Egg Noodles: Well-stocked Asian markets usually offer a selection of dried and fresh egg noodles, both thin and thick. Although they are often neon yellow, some of the dried varieties are made without eggs. If you can't find Chinese egg noodles, substitute fresh or dried Italian pasta. To cook egg noodles boil fresh noodles for 2 1/2 to 4 minutes or dried noodles 4 1/2 to 5 minutes.     Wheat-Flour Noodles: Made with wheat flour and water, this is the oldest noodle form found in China. Still made by hand in fine restaurants around the world, they are created from a soft dough, resulting in a silky texture. They do vary in thickness and may be round or flat. The thinnest are used in refined soups, whereas the thicker varieties stand up to heartier soups and casseroles. Although these noodles come in shrimp-, chicken- and crab-flavored varieties the quality can vary dramatically along with their flavor. To cook wheat-flour noodles boil fresh noodles for 2 1/2 to 4 minutes or dried ones for 4 1/2 to 5 minutes. ","['Noodles', '-', 'Chinese']","['Noodles', '-', 'Chinese']",0,1,0,0,0
3479, Cellophane Noodles,"  Soba Noodles:  The brownish buckwheat soba noodles from Japan are becoming more popular as their beguiling nutty flavor and nutritional value engage the attention of Western cooks. Rich in protein and fiber, they are most commonly served cold with a dipping sauce or hot in soups. Soba noodles are extraordinarily versatile and lend themselves to salads and stir-fried dishes as well. You can find soba noodles flavored with green tea, lemon zest, or black sesame seeds. For the best-quality check out the Japanese brands. To cook boil fresh noodles 1 to 1 1/2 minutes or dried ones 4 to 4 1/2 minutes.*     Udon Noodles:  Fat, slippery white noodles found bobbing about in soups or casseroles, udon noodles are made from a wheat-flour-and-water dough and may be round, square, or flat in shape. In most recipes, udon noodles are interchangeable with soba noodles and Chinese wheat-flour-and-water noodles. Boil the fresh variety for 2 to 2 1/2 minutes and the dried anywhere from 4 to 4 1/2 minutes.*     Ramen Noodles:  Most of us recognize ramen noodle from the dried, curly variety found in those inexpensive instant noodle soup packages. Made with an egg-based dough, ramen are usually served with meat and vegetables in a flavorsome broth. Because fresh ramen is not always easy to find, fresh or dried Chinese egg noodles or Italian pasta make an adequate substitute.*   Somen Noodles:The most delicate of all the Japanese noodles, somen are often distinguished by their elegant packaging. Made from a wheat-flour dough with a touch of oil added, like soba noodles they are often served cool with a dipping sauce, but don't forget they also make a light and delicate garnish for hot soups. To cook somen noodles just boil for 2 1/2 to 3 minutes.","['Cellophane', 'Noodles']","['Cellophane', 'Noodles']",0,1,0,0,0
3536,Olio, [Italian] oil.,['Olio'],['Olio'],0,1,0,0,0
3588,Oregano," An herb (Origanum vulgare) and the wild form of marjoram; has a woody stalk with clumps of tiny, dark green leaves that have a pungent, peppery flavor and are used fresh or dried, principally in Italian and Greek cuisines; also known as wild marjoram. ",['Oregano'],['Oregano'],0,1,0,0,0
3602,Osso Buco," An Italian dish comprised of crosscut slices of the veal shank braised with vegetables, aromatics and stock. Milanese style is served with saffron risotto and gremolata.","['Osso', 'Buco']","['Osso', 'Buco']",0,1,0,0,0
3678,Pane, [Italian] bread.,['Pane'],['Pane'],0,1,0,0,0
3680,Panetone," An Italian cake made with a dough rich in egg yolks, traditionally served around Christmas time. The dough is studded with raisins, candied fruits and occasionally pistachios.",['Panetone'],['Panetone'],0,1,0,0,0
3687,Panna, [Italian] cream.,['Panna'],['Panna'],0,1,0,0,0
3693,Pansotti," A stuffed, triangular pasta popular in the Italian region of Liguria.",['Pansotti'],['Pansotti'],0,1,0,0,0
3721,Parmesan Cheese," A cow's milk cheese whose taste ranges from sweet to sharp. It is a hard cheese, most suitable for grating. Most often served with Italian food.","['Parmesan', 'Cheese']","['Parmesan', 'Cheese']",0,1,0,0,0
3722,Parmesan," [Italian] made from cow's milk, this nutty-sweet dry cheese is the best for grating. There is only one true Parmesan and that is Parmigiano-Reggiano.",['Parmesan'],['Parmesan'],0,1,0,0,0
3738,Pasta,""" All macaroni products. Any form of spaghetti or noodles.Angel Hair:  In Italian, capelli d'angelo,this fine spaghetti is called capelli d'angelo. Goes best with light, delicate sauces. Cooks in six minutes.
Campanelle:  This fancy-looking pasta with a cone shape and wavy edges traps and holds chunky sauces with meat and vegetables. Cooks in 13 minutes.
Castellane:  The ridges and conch-shell shape of this pasta help trap hearty sauces. Cooks in 13 minutes.
Elbows:  Short, curved tubes of pasta are available in different sizes. Most often associated with macaroni and cheese, elbows also can be used with other creamy sauces or with meat sauce. Cooks in seven minutes.
Farfalle:  Also called bow-ties or butterflies. They come in small, medium and large. Their large, flat surface makes them best for tomato, ,meat and vegetable sauces. Cooks in 11 minutes.
Fettuccine:  Translates to """"little ribbons."""" This pasta is usually 1/4 inch thick and available straight or in coils. Its thickness makes it perfect for heavier sauces, such as alfredo. Cooks in 12 minutes.
Fiori:  In Italian, fiori means flower. This pasta has rounded petals that provide extra surface area for chunky tomato-based sauces. Has lots of kid appeal. Cooks in seven minutes.

""""
Penne:  Quill-shaped pasta tubes with smooth sides. Those with ridges are called penne rigati. These are also called mostaciolli. Large quill-shaped tubes are called manicotti.
Rigatoni:  Ridged tubes about 2 inches long and 1/2 inch wide. This hearty pasta should be served with hearty, chunky sauces. Cooks in 13 minutes. 
Rotini:  Short, 2-inch-long, corkscrew-shaped pasta that's good with chunky sauces. Cooks in eight minutes.""",['Pasta'],['Pasta'],0,1,0,0,0
3744,Fettuccine, [Italian] pastry.,['Fettuccine'],['Fettuccine'],0,1,0,0,0
3745,Fiori, [Italian] pie.,['Fiori'],['Fiori'],0,1,0,0,0
3812,Pecorino Romano, Italian for pen or quill and used to describe short to medium-length straight tubes (ridged or smooth) of pasta with diagonally cut ends. ,"['Pecorino', 'Romano']","['Pecorino', 'Romano']",0,1,0,0,0
3841,Pera, [Italian] fish.,['Pera'],['Pera'],0,1,0,0,0
3842,Percent of profit (food industry term)," Pesto is an Italian basil sauce. Many variations of this sauce exist including different nut based pestos, different herb based pestos, sun dried tomato pesto, and black olive pesto. ","['Percent', 'of', 'profit', '(food', 'industry', 'term)']","['Percent', 'of', 'profit', '(food', 'industry', 'term)']",0,1,0,0,0
3843,Perch," [Italian] a delicious sauce used for pastas, grilled meats, and poultry. This is made of fresh basil, garlic, olive oil, and parmesan cheese. Some versions will also add parsley and walnuts or pine nuts. The ingredients are ground into a paste and moistened with the olive oil. Pesto is also used to describe similar sauces that contain other herbs or nuts.",['Perch'],['Perch'],0,1,0,0,0
3863,Pet food institute (pfi) (food industry term), [Italian] chopped meat.,"['Pet', 'food', 'institute', '(pfi)', '(food', 'industry', 'term)']","['Pet', 'food', 'institute', '(pfi)', '(food', 'industry', 'term)']",0,1,0,0,0
3926,Pink salmon," [Italian] Flat baked dough covered with various combinations of tomatoes, olive oil, anchovies, sausage, cheese, etc.","['Pink', 'salmon']","['Pink', 'salmon']",0,1,0,0,0
3928,Pinones, Thin decoratively patterned Italian wafer cookies that are made in an iron similar to a waffle iron. They may be flat or rolled into ice cream cones. ,['Pinones'],['Pinones'],0,1,0,0,0
3969,Plus out (food industry term),"The Italian version of cornmeal mush. Coarsely ground yellow cornmeal is cooked with stock or water and flavored with onions, garlic, and cheese. Polenta may be eaten fresh out of the pot, as a perfect accompaniment to stews. Polenta may also be poured into a greased pan and allowed to set. It is then sliced, saut ed, and topped with cheese or tomato sauce.","['Plus', 'out', '(food', 'industry', 'term)']","['Plus', 'out', '(food', 'industry', 'term)']",0,1,0,0,0
3977,Poblano Chili Pepper, [Italian] tomato.,"['Poblano', 'Chili', 'Pepper']","['Poblano', 'Chili', 'Pepper']",0,1,0,0,0
3989,Polish sausage," [Italian] also called c pes, these meaty, large-topped mushrooms are a treat. Most frequently sold dried but becoming increasingly available fresh.","['Polish', 'sausage']","['Polish', 'sausage']",0,1,0,0,0
4060,Preserves," Italian for ""spring style,"" this term refers to the use of fresh vegetables as a seasoning or garnish in a dish.",['Preserves'],['Preserves'],0,1,0,0,0
4105,Profit opportunity (food industry term), The Italian word for ham.,"['Profit', 'opportunity', '(food', 'industry', 'term)']","['Profit', 'opportunity', '(food', 'industry', 'term)']",0,1,0,0,0
4106,Profit sharing (food industry term)," The Italian word for ham, usually referring to the raw cured hams of Parma. Though once impossible to obtain in the United States due to USDA regulations, fine prosciuttos from Italy and Switzerland are now being imported. These hams are called prosciutto crudo. Cooked hams are called prosciutto cotto. Prosciutto is best when sliced paper thin served with ripe figs or wrapped around grissini.","['Profit', 'sharing', '(food', 'industry', 'term)']","['Profit', 'sharing', '(food', 'industry', 'term)']",0,1,0,0,0
4109,Profitability (food industry term)," Pale yellow, sharp Italian cheese originating in the southern province of Catania, made from cow's or buffalo milk. Most provolone is aged for two to three months, though some is aged six months to a year or more.","['Profitability', '(food', 'industry', 'term)']","['Profitability', '(food', 'industry', 'term)']",0,1,0,0,0
