,Name,Description,Name_Tokens,Description_Tokens,is_French,is_Italian,is_Polish,is_Mexican,is_Spanish
567,Blanco, [Spanish] white.,['Blanco'],['Blanco'],0,0,0,0,1
598,Bocaditos, [Spanish] little bites.,['Bocaditos'],['Bocaditos'],0,0,0,0,1
606,Bola (bolita), [Spanish] ball (little ball).,"['Bola', '(bolita)']","['Bola', '(bolita)']",0,0,0,0,1
631,Borracho," [Spanish] drunken; foods containing liquor, beer or wine.",['Borracho'],['Borracho'],0,0,0,0,1
632,Borrego, [Spanish] baby lamb.,['Borrego'],['Borrego'],0,0,0,0,1
740,Bufalo, [Spanish] buffalo.,['Bufalo'],['Bufalo'],0,0,0,0,1
755,Bunuelos, [Spanish] bungle; mess up; fritters; sweetened fry bread usually sprinkled with cinnamon and sugar.,['Bunuelos'],['Bunuelos'],0,0,0,0,1
758,Burrito desayuno, [Spanish] breakfast burrito.,"['Burrito', 'desayuno']","['Burrito', 'desayuno']",0,0,0,0,1
785,Cabra, [Spanish] goat.,['Cabra'],['Cabra'],0,0,0,0,1
786,Cabrito," [Spanish] unweaned goat; suckling goat; kid goat; usually split and spit roasted whole; considered a delicacy in Mexico and the Southwest; a favorite dish in northern Mexico, especially at Easter.",['Cabrito'],['Cabrito'],0,0,0,0,1
787,Cacahuates, [Spanish] peanuts.,['Cacahuates'],['Cacahuates'],0,0,0,0,1
794,Cafe, [Spanish] coffee.,['Cafe'],['Cafe'],0,0,0,0,1
797,Caguama, [Spanish] sea turtle.,['Caguama'],['Caguama'],0,0,0,0,1
798,Cajeta," [Spanish] originally a little wooden box made to hold sweets; burned milk; goat's milk caramel; goat's milk that has been mixed with sugar and cooked into a brown paste; dessert, usually of fruit or milk, cooked with sugar until thick.",['Cajeta'],['Cajeta'],0,0,0,0,1
807,Calabacita, [Spanish] squash; zucchini. A variety of summer squash found in Latin American and Mexican cooking.,['Calabacita'],['Calabacita'],0,0,0,1,1
809,Calabaza," [Spanish] pumpkin. This pumpkin-like winter squash, usually sold in slices or hunks in markets catering to Central and South Americans. Also known as West Indian pumpkin, calabaza is quite frequently better than pumpkin when cooked in the same way.",['Calabaza'],['Calabaza'],0,0,0,0,1
810,Calamares, [Spanish] squid.,['Calamares'],['Calamares'],0,0,0,0,1
811,Calamari, Italian and [Spanish] squid.,['Calamari'],['Calamari'],0,1,0,0,1
814,Caldero, [Spanish] heavy kettle.,['Caldero'],['Caldero'],0,0,0,0,1
815,Caldillo, [Spanish] little soup; thick stew with beef and chiles; commonly served in El Paso and Juarez.,['Caldillo'],['Caldillo'],0,0,0,0,1
816,Caldo (caldillo)," [Spanish] broth, stock or clear soup.","['Caldo', '(caldillo)']","['Caldo', '(caldillo)']",0,0,0,0,1
817,Caldo de cerdo, [Spanish] pork broth.,"['Caldo', 'de', 'cerdo']","['Caldo', 'de', 'cerdo']",0,0,0,0,1
821,Calf fries, [Spanish] ranch treat of quick-fried calf scrotum; also called mountain oysters.,"['Calf', 'fries']","['Calf', 'fries']",0,0,0,0,1
824,Callo de hacha, [Spanish] pinna clam.,"['Callo', 'de', 'hacha']","['Callo', 'de', 'hacha']",0,0,0,0,1
828,Camarones (camaron), [Spanish] shrimps; shrimp.,"['Camarones', '(camaron)']","['Camarones', '(camaron)']",0,0,0,0,1
830,Camote, [Spanish] yam; sweet potato.,['Camote'],['Camote'],0,0,0,0,1
831,Campechana, [Spanish] blend or mixture.,['Campechana'],['Campechana'],0,0,0,0,1
847,Canela," [Spanish] cinnamon; Ceylon cinnamon; lighter in color and more subtle in flavor than cinnamon sold in the United States; dried inner bark of the ""Cinnamomum zeylanicum""  tree, which was brought to Mexico from Sri Lanka; canela sticks have a rough, torn appearance, and its soft surface grinds easily in spice mills and blenders.",['Canela'],['Canela'],0,0,0,0,1
861,Cantina, [Spanish] bar.,['Cantina'],['Cantina'],0,0,0,0,1
864,Capeado, [Spanish] covered with batter and fried.,['Capeado'],['Capeado'],0,0,0,0,1
868,Capirotada, [Spanish] bread pudding; usually served during Lent and Holy Week (Easter).,['Capirotada'],['Capirotada'],0,0,0,0,1
888,Carbon, [Spanish] charcoal.,['Carbon'],['Carbon'],0,0,0,0,1
900,Carne Adovada," Pork steak marinated in chile sauce, then roasted or pan fried. Usually served with Spanish rice and refried beans.","['Carne', 'Adovada']","['Carne', 'Adovada']",0,0,0,0,1
901,Carne adovada, [Spanish] meat cured in red chile sauce; traditional New Mexican dish.,"['Carne', 'adovada']","['Carne', 'adovada']",0,0,0,1,1
903,Carne asada," [Spanish] marinated, broiled meat; in Sonora, Mexico means a picnic or cookout where meat is broiled.","['Carne', 'asada']","['Carne', 'asada']",0,0,0,0,1
904,Carne de res, [Spanish] beef.,"['Carne', 'de', 'res']","['Carne', 'de', 'res']",0,0,0,0,1
905,Carne mechada, [Spanish] pot roast.,"['Carne', 'mechada']","['Carne', 'mechada']",0,0,0,0,1
906,Carne seca, [Spanish] dried beef or jerky; was a trail food utilized on the range.,"['Carne', 'seca']","['Carne', 'seca']",0,0,0,0,1
907,Carne, In Italian and Spanish meaning meat.,['Carne'],['Carne'],0,1,0,0,1
908,Carnitas," [Spanish] little pieces of meat; small chunks of pork which have been seasoned, slow-cooked, and fried crisp in their own fat; it is a traditional taco and enchilada filling.",['Carnitas'],['Carnitas'],0,0,0,0,1
928,Cascabel chiles," [Spanish] Little rattler; jingle bells; sleigh bells; small, round, hot chiles that rattle when shaken; measure about 1 1/2 to 2 inches across and have smooth skins; woodsy chile with tones of hazelnut, citrus and tobacco, gives off a wonderful aroma when roasted; great in stews, soups, salsas, salad dressing and vinaigrettes; blend well with apples, pears and other fruits and with spices such as star anise, canela and cinnamon; rbol chiles may be substituted.","['Cascabel', 'chiles']","['Cascabel', 'chiles']",0,0,0,0,1
978,Cazon, [Spanish] dogfish.,['Cazon'],['Cazon'],0,0,0,0,1
983,Cebada, [Spanish] barley.,['Cebada'],['Cebada'],0,0,0,0,1
984,Cebolla, [Spanish] onion.,['Cebolla'],['Cebolla'],0,0,0,0,1
985,Cebollitas, [Spanish] scallions; green onions.,['Cebollitas'],['Cebollitas'],0,0,0,0,1
986,Cecina," [Spanish] salted, cured or smoked dried meat strips; similar to carne seca.",['Cecina'],['Cecina'],0,0,0,0,1
995,Cena, [Spanish] supper.,['Cena'],['Cena'],0,0,0,0,1
1002,Cerdo, [Spanish] pork.,['Cerdo'],['Cerdo'],0,0,0,0,1
1006,Cerveza, [Spanish] beer.,['Cerveza'],['Cerveza'],0,0,0,0,1
1007,Ceviche," [Spanish] raw seafood combined with lime juice; the juice ""cooks"" the seafood by combining with its protein and turning it opaque.",['Ceviche'],['Ceviche'],0,0,0,0,1
1009,Ch charo, [Spanish] pea.,"['Ch', 'charo']","['Ch', 'charo']",0,0,0,0,1
1015,Chalotes, [Spanish] shallots.,['Chalotes'],['Chalotes'],0,0,0,0,1
1016,Chalupa compuesta, [Spanish] adorned little boat; a very popular dish in Arizona.,"['Chalupa', 'compuesta']","['Chalupa', 'compuesta']",0,0,0,0,1
1017,Chalupas," [Spanish] little boats or little canoes; fried corn tortillas in the shape of a boat or basket containing shredded chicken or beans topped with salsa, guacamole or cheese.",['Chalupas'],['Chalupas'],0,0,0,0,1
1021,Champurrado," [Spanish] a drink, atole (corn gruel) with chocolate.",['Champurrado'],['Champurrado'],0,0,0,0,1
1042,Chauquehue, [Spanish] blue cornmeal mush.,['Chauquehue'],['Chauquehue'],0,0,0,0,1
1080,Chicharrones (chicharron), [Spanish] pork cracklings; crisp-fried pork rinds.,"['Chicharrones', '(chicharron)']","['Chicharrones', '(chicharron)']",0,0,0,0,1
1095,Chicos," [Spanish] corn kernels that are roasted, steamed in a horno, then dried; they are not treated with lime; may be cooked for hours to serve as a vegetable, or ground into harinella, which may be used interchangeably with Masa Harina.",['Chicos'],['Chicos'],0,0,0,0,1
1101,Chilaquiles," [Spanish] broken-up old sombreros, a reference to the appearance of the dish; considered a good way to use up stale tortillas; a family-style casserole of tortilla strips, salsa, meat and/or cheese, most often served for breakfast; it is very difficult to find in restaurants. This is a highly seasoned dish, often served as a brunch or lunch dish with eggs or grilled meats.",['Chilaquiles'],['Chilaquiles'],0,0,0,0,1
1108,Chile con queso, [Spanish] cheese and green chile dip.,"['Chile', 'con', 'queso']","['Chile', 'con', 'queso']",0,0,0,0,1
1109,Chile en polvo, [Spanish] powdered chile.,"['Chile', 'en', 'polvo']","['Chile', 'en', 'polvo']",0,0,0,0,1
1110,Chile pasado," [Spanish] chile of the past; roasted, peeled and sun-dried green chiles.","['Chile', 'pasado']","['Chile', 'pasado']",0,0,0,0,1
1116,Chile seco, [Spanish] fried red serrano chile.,"['Chile', 'seco']","['Chile', 'seco']",0,0,0,0,1
1119,Chileatole, [Spanish] masa soup.,['Chileatole'],['Chileatole'],0,0,0,0,1
1120,Chiles ahumados, [Spanish] smoked chiles; now called chipotle.,"['Chiles', 'ahumados']","['Chiles', 'ahumados']",0,0,0,0,1
1122,Chiles en polvo, [Spanish] powdered chiles.,"['Chiles', 'en', 'polvo']","['Chiles', 'en', 'polvo']",0,0,0,0,1
1123,Chiles rellenos, [Spanish] stuffed chiles which are then battered and deep-fried.,"['Chiles', 'rellenos']","['Chiles', 'rellenos']",0,0,0,0,1
1124,Chiles secos, [Spanish] dried chiles.,"['Chiles', 'secos']","['Chiles', 'secos']",0,0,0,0,1
1126,Chili Colorado, [Spanish] red chili.,"['Chili', 'Colorado']","['Chili', 'Colorado']",0,0,0,0,1
1127,Chili con carne," [Spanish] ""chili with meat,"" this dish is a mixture of diced or ground beef and chiles or chili powder (or both). It originated in the Lone Star State and Texans, who commonly refer to it as ""a bowl of red."" They consider it a crime to add beans to the mixture. In many parts of the country, however, beans are used, and the dish is called ""chili con carne with beans."" ","['Chili', 'con', 'carne']","['Chili', 'con', 'carne']",0,0,0,0,1
1133,Chili verde, [Spanish] green chili.,"['Chili', 'verde']","['Chili', 'verde']",0,0,0,0,1
1138,Chilorio," [Spanish] cooked and shredded meat, fried with a paste of ground chiles and other seasoning.",['Chilorio'],['Chilorio'],0,0,0,0,1
1139,Chilpachole, [Spanish] crab soup from Veracruz.,['Chilpachole'],['Chilpachole'],0,0,0,0,1
1141,Chimichanga," [Spanish] stuffed burro fried in deep fat, then topped with cheese, guacamole and chile sauce; found almost exclusively in Arizona.",['Chimichanga'],['Chimichanga'],0,0,0,0,1
1142,Chimiquito, [Spanish] stuffed and fried flour tortilla; it is rolled like a flauta or taquito rather than being wrapped like a burrito or chimichanga.,['Chimiquito'],['Chimiquito'],0,0,0,0,1
1143,Chimpachole (chilpachole)," [Spanish] spicy, rich crab stew.","['Chimpachole', '(chilpachole)']","['Chimpachole', '(chilpachole)']",0,0,0,0,1
1157,Chiquihuite, [Spanish] woven basket for holding tortillas.,['Chiquihuite'],['Chiquihuite'],0,0,0,0,1
1169,Chongos, [Spanish] a dessert of cooked milk curds.,['Chongos'],['Chongos'],0,0,0,0,1
1184,Chuleta," [Spanish] chop or cutlet, lamb, pork or veal.",['Chuleta'],['Chuleta'],0,0,0,0,1
1188,Churros," [Spanish] deep-fried cakes named for the shaggy, long-haired Mexican sheep they resemble.",['Churros'],['Churros'],0,0,0,1,1
1191,Cilantro," A green herb, similar in appearance to parsley. Also sold dry as seeds, leaves and ground. An essential ingredient to Asian and Mexican dishes. It can be found in Asian as well as Mexican markets and most large supermarkets. Also known as fresh coriander, Mexican parsley and Chinese parsley. It resembles flat-leaf parsley, but the flavor is strong and fresh; the seeds are known as coriander; cilantro is commonly used in salsas and soups; was first introduced to the Mexican Indians by the Spanish.",['Cilantro'],['Cilantro'],0,0,0,1,1
1195,Ciruelas, [Spanish] plums.,['Ciruelas'],['Ciruelas'],0,0,0,0,1
1210,Clava de especia, [Spanish] clove.,"['Clava', 'de', 'especia']","['Clava', 'de', 'especia']",0,0,0,0,1
1211,Claveteado, [Spanish] spiked or studded with cloves.,['Claveteado'],['Claveteado'],0,0,0,0,1
1212,Clavitos, [Spanish] little nails; tiny wild mushrooms.,['Clavitos'],['Clavitos'],0,0,0,0,1
1213,Clavo, [Spanish] clove.,['Clavo'],['Clavo'],0,0,0,0,1
1240,Cocada, [Spanish] coconut dessert.,['Cocada'],['Cocada'],0,0,0,0,1
1241,Cochineal, [Spanish] small red bug crushed to make red food coloring.,['Cochineal'],['Cochineal'],0,0,0,0,1
1242,Cochinita, [Spanish] small pig.,['Cochinita'],['Cochinita'],0,0,0,0,1
1243,Cocido, [Spanish] cooked; boiled; meaty beef and vegetable soup.,['Cocido'],['Cocido'],0,0,0,0,1
1244,Cocina, [koh-SEE-nah] [Spanish] kitchen.,['Cocina'],['Cocina'],0,0,0,0,1
1247,Coco, [Spanish] coconut.,['Coco'],['Coco'],0,0,0,0,1
1264,Codorniz, [Spanish] quail.,['Codorniz'],['Codorniz'],0,0,0,0,1
1273,Colache, [Spanish] stew made of squash and other vegetables.,['Colache'],['Colache'],0,0,0,0,1
1274,Colados, [Spanish] strained; sieved.,['Colados'],['Colados'],0,0,0,0,1
1291,Comal, [Spanish] flat iron griddle for cooking tortillas.,['Comal'],['Comal'],0,0,0,0,1
1300,Comida, [Spanish] food; main meal of the day.,['Comida'],['Comida'],0,0,0,0,1
1301,Comino, [Spanish] cumin; powerful spice used in traditional Southwest cooking; seeds from pods of the indigenous and plentiful Southwestern cumin plant; can be purchased whole or ground; the predominant flavor in dishes such as chili con carne.,['Comino'],['Comino'],0,0,0,0,1
1323,Con, [Spanish] with.,['Con'],['Con'],0,0,0,0,1
1343,Conserva, [Spanish] conserve; preserves made from fruit and usually includes nuts.,['Conserva'],['Conserva'],0,0,0,0,1
1414,Cordero, [Spanish] lamb.,['Cordero'],['Cordero'],0,0,0,0,1
1440,Corunda, [Spanish] small cushion-shaped tamal wrapped in a corn husk.,['Corunda'],['Corunda'],0,0,0,0,1
1499,Crema," [Spanish] cream; thickened and soured cream, the equivalent of cr me fr iche; usually a combination of whipping cream and buttermilk; used as a garnish, and it melts easily; sour cream may be substituted, but it is not as rich and is more acidic.",['Crema'],['Crema'],0,0,0,0,1
1502,Creme Caramel," Like the Spanish flan, this is a baked custard that is flavored with caramel. When the dish is inverted, the caramel creates a sauce for the dessert.","['Creme', 'Caramel']","['Creme', 'Caramel']",0,0,0,0,1
1509,Crepas, [Spanish] crepes.,['Crepas'],['Crepas'],0,0,0,0,1
1542,Crudo, [Spanish] raw.,['Crudo'],['Crudo'],0,0,0,0,1
1554,Cuaresmeno, [Spanish] Lenten; another name for chile jalapeno.,['Cuaresmeno'],['Cuaresmeno'],0,0,0,0,1
1555,Cuarto, [Spanish] quart.,['Cuarto'],['Cuarto'],0,0,0,0,1
1564,Cuchara, [Spanish] spoon.,['Cuchara'],['Cuchara'],0,0,0,0,1
1565,Cucharada, [Spanish] tablespoon.,['Cucharada'],['Cucharada'],0,0,0,0,1
1566,Cucharadita, [Spanish] teaspoon.,['Cucharadita'],['Cucharadita'],0,0,0,0,1
1567,Cuchillo, [Spanish] knife.,['Cuchillo'],['Cuchillo'],0,0,0,0,1
1576,Cumin," Often labeled under its Spanish name, comino; introduced to the Americas by settlers of Portuguese and Spanish origin; from a plant that is a member of the carrot family; seeds are crescent shaped and resemble fuzzy caraway seeds; cumin pairs wonderfully with dried chiles and the slow-cooked flavors of the Southwest; best used toasted and ground as needed; some recipes call for the whole seeds.",['Cumin'],['Cumin'],0,0,0,0,1
1590,Curtidas, [Spanish] marinated.,['Curtidas'],['Curtidas'],0,0,0,0,1
1643,Datiles, [Spanish] dates.,['Datiles'],['Datiles'],0,0,0,0,1
1702,Derretida, [Spanish] melted.,['Derretida'],['Derretida'],0,0,0,0,1
1703,Desayuno, [Spanish] breakfast.,['Desayuno'],['Desayuno'],0,0,0,0,1
1705,Deshebrar," Spanish term meaning ""to shred.""",['Deshebrar'],['Deshebrar'],0,0,0,0,1
1786,Dorado, [Spanish] golden.,['Dorado'],['Dorado'],0,0,0,0,1
1834,Dulce, [Spanish] sweet; mild (to taste).,['Dulce'],['Dulce'],0,0,0,0,1
1835,Dulces, [Spanish] desserts and sweet dishes.,['Dulces'],['Dulces'],0,0,0,0,1
1843,Durazno, [Spanish] peach.,['Durazno'],['Durazno'],0,0,0,0,1
1896,Ejotes, [Spanish] green beans; string beans.,['Ejotes'],['Ejotes'],0,0,0,0,1
1916,Elotes, [Spanish] fresh corn cut from the cob; ear of fresh corn.,['Elotes'],['Elotes'],0,0,0,0,1
1929,Encebollada," [Spanish] a dish, often meat, covered with cooked onions.",['Encebollada'],['Encebollada'],0,0,0,0,1
1930,Encharito, [Spanish] a huge enchilada made with a flour tortilla; a cross between a burrito and an enchilada.,['Encharito'],['Encharito'],0,0,0,0,1
1931,Enchilada," [Spanish] the word comes from the way the dish is made, by drenching or dipping tortillas en chile; rolled or stacked corn tortillas filled with meat or cheese, covered with chile sauce, then baked.",['Enchilada'],['Enchilada'],0,0,0,0,1
1932,Encurtido, [Spanish] pickled; preserved.,['Encurtido'],['Encurtido'],0,0,0,0,1
1938,Enebro, [Spanish] juniper.,['Enebro'],['Enebro'],0,0,0,0,1
1939,Eneldo, [Spanish] dill.,['Eneldo'],['Eneldo'],0,0,0,0,1
1940,Enfrijolada," [Spanish] a type of enchilada made with corn tortillas, refried beans and cheese.",['Enfrijolada'],['Enfrijolada'],0,0,0,0,1
1949,Ensalada, [Spanish] salad.,['Ensalada'],['Ensalada'],0,0,0,0,1
1952,Envinado/a, [Spanish] wine added.,['Envinado/a'],['Envinado/a'],0,0,0,0,1
1959,Escabeche," [Spanish] pickled; souse; vegetables, especially chiles, marinated or pickled in vinegar. A highly seasoned marinade used to flavor and preserve food. Fish and chicken are the most common foods used for escabeche. First the meat is fried and placed in a dish large enough to hold all of the food in one layer. Then a marinade made of onions, peppers, vinegar, and spices is poured over the food while hot. The whole dish is then allowed to rest overnight and served cold.",['Escabeche'],['Escabeche'],0,0,0,0,1
1966,Espinacas, [Spanish] spinach.,['Espinacas'],['Espinacas'],0,0,0,0,1
1969,Estilo," [Spanish] ""in the style of.""",['Estilo'],['Estilo'],0,0,0,0,1
1971,Estofado, [Spanish] stew.,['Estofado'],['Estofado'],0,0,0,0,1
1989,Exotic/ethnic sections (food industry term)," Unique products from all over the world. Special sections may feature Asian, Spanish, Italian and other foods or products. ","['Exotic/ethnic', 'sections', '(food', 'industry', 'term)']","['Exotic/ethnic', 'sections', '(food', 'industry', 'term)']",0,1,0,0,1
2010,Faison, [Spanish] pheasant; name given to many game birds.,['Faison'],['Faison'],0,0,0,0,1
2011,Fajitas," [Spanish] little belts; marinated and grilled skirt steak; called arracheras in Mexico; refers to the cut of meat, not the way it is served; a lower-fat substitute is flank steak.",['Fajitas'],['Fajitas'],0,0,0,0,1
2053,Fiambre, [Spanish] cooked meat and vegetable salad that is usually marinated.,['Fiambre'],['Fiambre'],0,0,0,0,1
2057,Fideo, [Spanish] vermicelli; nest of thin pasta.,['Fideo'],['Fideo'],0,0,0,0,1
2068,Filete migon, [Spanish] filet mignon.,"['Filete', 'migon']","['Filete', 'migon']",0,0,0,0,1
2069,Filete, [Spanish] filet.,['Filete'],['Filete'],0,0,0,0,1
2081,Fingido, [Spanish] false; ersatz.,['Fingido'],['Fingido'],0,0,0,0,1
2106,Flameado, [Spanish] flamed; flamb ; served flaming.,['Flameado'],['Flameado'],0,0,0,0,1
2109,Flan," This is a term that may be used to describe two different preparations. The first use of this word is describes an open top tart that is filled with pastry cream and topped with fruit. Flan is used in Spanish and Mexican cooking to describe an egg custard that is baked in a large shallow dish, and flavored with caramel. The dish is inverted when served and the excess caramel is used as a sauce for the flan. The flan may be flavored with orange, anise, cinnamon, or liqueur. [Spanish] traditional Mexican and Southwestern baked caramel custard dessert; similar to the French ""creme caramel"" or ""creme brulee.""",['Flan'],['Flan'],1,0,0,1,1
2118,Flautas," [Spanish] flutes; filled, tightly rolled, and deep-fried enchiladas.",['Flautas'],['Flautas'],0,0,0,0,1
2129,Flor, [Spanish] flower.,['Flor'],['Flor'],0,0,0,0,1
2131,Flores, [Spanish] blossoms.,['Flores'],['Flores'],0,0,0,0,1
2211,Fresas, [Spanish] strawberries.,['Fresas'],['Fresas'],0,0,0,0,1
2212,Fresco, [Spanish] fresh.,['Fresco'],['Fresco'],0,0,0,0,1
2225,Frijol blanco, [Spanish] navy bean.,"['Frijol', 'blanco']","['Frijol', 'blanco']",0,0,0,0,1
2227,Frijoles refritos, [Spanish] refried beans; a paste of stewed pinto beans fried in fat with onions and garlic and frequently includes chiles.,"['Frijoles', 'refritos']","['Frijoles', 'refritos']",0,0,0,0,1
